"Behoerde","Delikt","Monat","bekanntgewordeneFaelle","davonVersuche","Aufklaerungsquote","longitude","latitude"
"Bielefeld","Diebstahl von Fahrrädern","Mai 2019",93,1,3.23,8.5324708,52.0302285
"Bielefeld","Diebstahl von Fahrrädern","April 2019",54,NA,1.85,8.5324708,52.0302285
"Bielefeld","Diebstahl von Fahrrädern","März 2019",52,1,1.92,8.5324708,52.0302285
"Bielefeld","Diebstahl von Fahrrädern","Februar 2019",45,1,4.44,8.5324708,52.0302285
"Bielefeld","Diebstahl von Fahrrädern","Januar 2019",67,2,0,8.5324708,52.0302285
"Bielefeld","Diebstahl von Fahrrädern","Dezember 2018",39,1,10.26,8.5324708,52.0302285
"Bielefeld","Diebstahl von Fahrrädern","November 2018",73,1,8.22,8.5324708,52.0302285
"Bielefeld","Diebstahl von Fahrrädern","Oktober 2018",77,1,6.49,8.5324708,52.0302285
"Bielefeld","Diebstahl von Fahrrädern","Oktober 2014",110,NA,7.27,8.5324708,52.0302285
"Bielefeld","Gewaltkriminalität","Oktober 2019",56,8,67.86,8.5324708,52.0302285
"Bielefeld","Gewaltkriminalität","September 2019",47,4,68.09,8.5324708,52.0302285
"Bielefeld","Gewaltkriminalität","August 2019",58,7,79.31,8.5324708,52.0302285
"Bielefeld","Gewaltkriminalität","Juli 2019",79,10,79.75,8.5324708,52.0302285
"Bielefeld","Gewaltkriminalität","Juni 2019",43,6,79.07,8.5324708,52.0302285
"Bielefeld","Gewaltkriminalität","Mai 2019",66,9,63.64,8.5324708,52.0302285
"Bielefeld","Gewaltkriminalität","April 2019",66,22,71.21,8.5324708,52.0302285
"Bielefeld","Gewaltkriminalität","März 2019",88,14,78.41,8.5324708,52.0302285
"Bielefeld","Gewaltkriminalität","Februar 2019",92,9,81.52,8.5324708,52.0302285
"Bielefeld","Gewaltkriminalität","Januar 2019",63,9,74.6,8.5324708,52.0302285
"Bielefeld","Gewaltkriminalität","Dezember 2018",72,15,83.33,8.5324708,52.0302285
"Bielefeld","Gewaltkriminalität","November 2018",77,14,85.71,8.5324708,52.0302285
"Bielefeld","Gewaltkriminalität","Oktober 2018",67,10,76.12,8.5324708,52.0302285
"Bielefeld","Gewaltkriminalität","Oktober 2014",54,9,74.07,8.5324708,52.0302285
"Bochum","Einbruchdelikte","Oktober 2019",197,85,8.63,7.2200455,51.4821712
"Bochum","Einbruchdelikte","September 2019",125,64,20.8,7.2200455,51.4821712
"Bochum","Einbruchdelikte","August 2019",181,80,23.2,7.2200455,51.4821712
"Bochum","Einbruchdelikte","Juli 2019",184,74,10.33,7.2200455,51.4821712
"Bochum","Einbruchdelikte","Juni 2019",131,50,32.82,7.2200455,51.4821712
"Bochum","Einbruchdelikte","Mai 2019",205,91,21.95,7.2200455,51.4821712
"Bochum","Einbruchdelikte","April 2019",227,114,22.03,7.2200455,51.4821712
"Bochum","Einbruchdelikte","März 2019",284,137,7.04,7.2200455,51.4821712
"Bochum","Einbruchdelikte","Februar 2019",269,112,9.67,7.2200455,51.4821712
"Bochum","Einbruchdelikte","Januar 2019",240,94,15.83,7.2200455,51.4821712
"Bochum","Einbruchdelikte","Dezember 2018",200,80,18,7.2200455,51.4821712
"Bochum","Einbruchdelikte","November 2018",238,113,20.59,7.2200455,51.4821712
"Bochum","Einbruchdelikte","Oktober 2018",228,112,19.3,7.2200455,51.4821712
"Bochum","Einbruchdelikte","Oktober 2014",358,135,12.85,7.2200455,51.4821712
"Bochum","Wohnungseinbruchdiebstahl","Oktober 2019",72,41,6.94,7.2200455,51.4821712
"Bochum","Wohnungseinbruchdiebstahl","September 2019",41,29,51.22,7.2200455,51.4821712
"Bochum","Wohnungseinbruchdiebstahl","August 2019",48,23,37.5,7.2200455,51.4821712
"Bochum","Wohnungseinbruchdiebstahl","Juli 2019",70,31,4.29,7.2200455,51.4821712
"Bochum","Wohnungseinbruchdiebstahl","Juni 2019",51,24,70.59,7.2200455,51.4821712
"Bochum","Wohnungseinbruchdiebstahl","Mai 2019",67,29,55.22,7.2200455,51.4821712
"Bochum","Wohnungseinbruchdiebstahl","April 2019",89,50,48.31,7.2200455,51.4821712
"Bochum","Wohnungseinbruchdiebstahl","März 2019",109,48,3.67,7.2200455,51.4821712
"Bochum","Wohnungseinbruchdiebstahl","Februar 2019",129,58,8.53,7.2200455,51.4821712
"Bochum","Wohnungseinbruchdiebstahl","Januar 2019",109,50,25.69,7.2200455,51.4821712
"Bochum","Wohnungseinbruchdiebstahl","Dezember 2018",103,42,30.1,7.2200455,51.4821712
"Bochum","Wohnungseinbruchdiebstahl","November 2018",115,63,38.26,7.2200455,51.4821712
"Bochum","Wohnungseinbruchdiebstahl","Oktober 2018",90,54,36.67,7.2200455,51.4821712
"Bochum","Wohnungseinbruchdiebstahl","Oktober 2014",148,58,22.3,7.2200455,51.4821712
"Bochum","Tageswohnungs-einbruchdiebstahl","Oktober 2019",27,16,0,7.2200455,51.4821712
"Bochum","Tageswohnungs-einbruchdiebstahl","September 2019",9,8,66.67,7.2200455,51.4821712
"Bochum","Tageswohnungs-einbruchdiebstahl","August 2019",16,8,50,7.2200455,51.4821712
"Bochum","Tageswohnungs-einbruchdiebstahl","Juli 2019",24,6,4.17,7.2200455,51.4821712
"Bochum","Tageswohnungs-einbruchdiebstahl","Juni 2019",16,10,93.75,7.2200455,51.4821712
"Bochum","Tageswohnungs-einbruchdiebstahl","Mai 2019",34,11,61.76,7.2200455,51.4821712
"Bochum","Tageswohnungs-einbruchdiebstahl","April 2019",37,17,37.84,7.2200455,51.4821712
"Bochum","Tageswohnungs-einbruchdiebstahl","März 2019",51,18,5.88,7.2200455,51.4821712
"Bochum","Tageswohnungs-einbruchdiebstahl","Februar 2019",67,26,7.46,7.2200455,51.4821712
"Bochum","Tageswohnungs-einbruchdiebstahl","Januar 2019",48,23,16.67,7.2200455,51.4821712
"Bochum","Tageswohnungs-einbruchdiebstahl","Dezember 2018",47,16,25.53,7.2200455,51.4821712
"Bochum","Tageswohnungs-einbruchdiebstahl","November 2018",50,28,28,7.2200455,51.4821712
"Bochum","Tageswohnungs-einbruchdiebstahl","Oktober 2018",29,19,68.97,7.2200455,51.4821712
"Bochum","Tageswohnungs-einbruchdiebstahl","Oktober 2014",58,18,31.03,7.2200455,51.4821712
"Bochum","Delikte der Straßenkriminalität","Oktober 2019",994,44,16.4,7.2200455,51.4821712
"Bochum","Delikte der Straßenkriminalität","September 2019",728,33,23.63,7.2200455,51.4821712
"Bochum","Delikte der Straßenkriminalität","August 2019",908,57,18.94,7.2200455,51.4821712
"Bochum","Delikte der Straßenkriminalität","Juli 2019",1082,58,18.21,7.2200455,51.4821712
"Bochum","Delikte der Straßenkriminalität","Juni 2019",671,35,14.46,7.2200455,51.4821712
"Bochum","Delikte der Straßenkriminalität","Mai 2019",905,42,15.8,7.2200455,51.4821712
"Bochum","Delikte der Straßenkriminalität","April 2019",886,45,13.66,7.2200455,51.4821712
"Bochum","Delikte der Straßenkriminalität","März 2019",813,35,16.11,7.2200455,51.4821712
"Bochum","Delikte der Straßenkriminalität","Februar 2019",833,33,15.85,7.2200455,51.4821712
"Bochum","Delikte der Straßenkriminalität","Januar 2019",1006,70,14.41,7.2200455,51.4821712
"Bochum","Delikte der Straßenkriminalität","Dezember 2018",772,35,22.8,7.2200455,51.4821712
"Bochum","Delikte der Straßenkriminalität","November 2018",1071,57,15.78,7.2200455,51.4821712
"Bochum","Delikte der Straßenkriminalität","Oktober 2018",1073,71,17.71,7.2200455,51.4821712
"Bochum","Delikte der Straßenkriminalität","Oktober 2014",1275,97,14.2,7.2200455,51.4821712
"Bochum","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2019",7,2,85.71,7.2200455,51.4821712
"Bochum","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","September 2019",9,1,66.67,7.2200455,51.4821712
"Bochum","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","August 2019",13,3,100,7.2200455,51.4821712
"Bochum","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juli 2019",3,NA,100,7.2200455,51.4821712
"Bochum","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juni 2019",5,NA,80,7.2200455,51.4821712
"Bochum","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Mai 2019",4,1,100,7.2200455,51.4821712
"Bochum","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","April 2019",4,1,100,7.2200455,51.4821712
"Bochum","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","März 2019",7,4,71.43,7.2200455,51.4821712
"Bochum","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Februar 2019",8,1,75,7.2200455,51.4821712
"Bochum","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Januar 2019",7,1,100,7.2200455,51.4821712
"Bochum","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Dezember 2018",4,NA,100,7.2200455,51.4821712
"Bochum","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","November 2018",4,NA,75,7.2200455,51.4821712
"Bochum","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2018",5,NA,80,7.2200455,51.4821712
"Bochum","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2014",7,3,85.71,7.2200455,51.4821712
"Bochum","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2019",11,3,36.36,7.2200455,51.4821712
"Bochum","Raubüberfälle auf Straßen, Wegen oder Plätzen","September 2019",13,3,38.46,7.2200455,51.4821712
"Bochum","Raubüberfälle auf Straßen, Wegen oder Plätzen","August 2019",19,6,31.58,7.2200455,51.4821712
"Bochum","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juli 2019",19,2,47.37,7.2200455,51.4821712
"Bochum","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juni 2019",8,2,50,7.2200455,51.4821712
"Bochum","Raubüberfälle auf Straßen, Wegen oder Plätzen","Mai 2019",8,1,12.5,7.2200455,51.4821712
"Bochum","Raubüberfälle auf Straßen, Wegen oder Plätzen","April 2019",19,2,57.89,7.2200455,51.4821712
"Bochum","Raubüberfälle auf Straßen, Wegen oder Plätzen","März 2019",13,2,23.08,7.2200455,51.4821712
"Bochum","Raubüberfälle auf Straßen, Wegen oder Plätzen","Februar 2019",8,1,50,7.2200455,51.4821712
"Bochum","Raubüberfälle auf Straßen, Wegen oder Plätzen","Januar 2019",19,3,36.84,7.2200455,51.4821712
"Bochum","Raubüberfälle auf Straßen, Wegen oder Plätzen","Dezember 2018",5,2,20,7.2200455,51.4821712
"Bochum","Raubüberfälle auf Straßen, Wegen oder Plätzen","November 2018",16,4,37.5,7.2200455,51.4821712
"Bochum","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2018",17,4,47.06,7.2200455,51.4821712
"Bochum","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2014",25,5,68,7.2200455,51.4821712
"Bochum","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2019",45,1,82.22,7.2200455,51.4821712
"Bochum","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","September 2019",41,7,90.24,7.2200455,51.4821712
"Bochum","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","August 2019",45,6,77.78,7.2200455,51.4821712
"Bochum","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juli 2019",65,6,72.31,7.2200455,51.4821712
"Bochum","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juni 2019",27,6,77.78,7.2200455,51.4821712
"Bochum","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Mai 2019",47,4,57.45,7.2200455,51.4821712
"Bochum","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","April 2019",39,7,79.49,7.2200455,51.4821712
"Bochum","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","März 2019",40,5,75,7.2200455,51.4821712
"Bochum","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Februar 2019",45,3,62.22,7.2200455,51.4821712
"Bochum","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Januar 2019",47,3,74.47,7.2200455,51.4821712
"Bochum","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Dezember 2018",39,6,84.62,7.2200455,51.4821712
"Bochum","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","November 2018",57,9,64.91,7.2200455,51.4821712
"Bochum","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2018",76,12,77.63,7.2200455,51.4821712
"Bochum","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2014",62,20,61.29,7.2200455,51.4821712
"Bochum","Taschendiebstahl","Oktober 2019",120,3,2.5,7.2200455,51.4821712
"Bochum","Taschendiebstahl","September 2019",79,1,2.53,7.2200455,51.4821712
"Bochum","Taschendiebstahl","August 2019",75,1,4,7.2200455,51.4821712
"Bochum","Taschendiebstahl","Juli 2019",108,1,0.93,7.2200455,51.4821712
"Bochum","Taschendiebstahl","Juni 2019",83,4,8.43,7.2200455,51.4821712
"Bochum","Taschendiebstahl","Mai 2019",94,1,1.06,7.2200455,51.4821712
"Bochum","Taschendiebstahl","April 2019",108,3,4.63,7.2200455,51.4821712
"Bochum","Taschendiebstahl","März 2019",105,3,1.9,7.2200455,51.4821712
"Bochum","Taschendiebstahl","Februar 2019",104,NA,4.81,7.2200455,51.4821712
"Bochum","Taschendiebstahl","Januar 2019",128,3,1.56,7.2200455,51.4821712
"Bochum","Taschendiebstahl","Dezember 2018",123,5,0,7.2200455,51.4821712
"Bochum","Taschendiebstahl","November 2018",125,1,1.6,7.2200455,51.4821712
"Bochum","Taschendiebstahl","Oktober 2018",103,1,2.91,7.2200455,51.4821712
"Bochum","Taschendiebstahl","Oktober 2014",77,3,3.9,7.2200455,51.4821712
"Bochum","Diebstahl von Fahrrädern","Oktober 2019",115,3,9.57,7.2200455,51.4821712
"Bochum","Diebstahl von Fahrrädern","September 2019",120,3,8.33,7.2200455,51.4821712
"Bochum","Diebstahl von Fahrrädern","August 2019",131,3,6.87,7.2200455,51.4821712
"Bochum","Diebstahl von Fahrrädern","Juli 2019",154,3,12.99,7.2200455,51.4821712
"Bochum","Diebstahl von Fahrrädern","Juni 2019",113,5,7.96,7.2200455,51.4821712
"Bochum","Diebstahl von Fahrrädern","Mai 2019",146,3,12.33,7.2200455,51.4821712
"Bochum","Diebstahl von Fahrrädern","April 2019",139,4,7.91,7.2200455,51.4821712
"Bochum","Diebstahl von Fahrrädern","März 2019",108,5,7.41,7.2200455,51.4821712
"Bochum","Diebstahl von Fahrrädern","Februar 2019",88,1,5.68,7.2200455,51.4821712
"Bochum","Diebstahl von Fahrrädern","Januar 2019",87,3,10.34,7.2200455,51.4821712
"Bochum","Diebstahl von Fahrrädern","Dezember 2018",77,2,14.29,7.2200455,51.4821712
"Bochum","Diebstahl von Fahrrädern","November 2018",119,6,10.08,7.2200455,51.4821712
"Bochum","Diebstahl von Fahrrädern","Oktober 2018",164,8,11.59,7.2200455,51.4821712
"Bochum","Diebstahl von Fahrrädern","Oktober 2014",227,2,5.73,7.2200455,51.4821712
"Bochum","Gewaltkriminalität","Oktober 2019",184,25,77.17,7.2200455,51.4821712
"Bochum","Gewaltkriminalität","September 2019",170,24,82.35,7.2200455,51.4821712
"Bochum","Gewaltkriminalität","August 2019",178,36,76.97,7.2200455,51.4821712
"Bochum","Gewaltkriminalität","Juli 2019",205,27,76.59,7.2200455,51.4821712
"Bochum","Gewaltkriminalität","Juni 2019",119,25,82.35,7.2200455,51.4821712
"Bochum","Gewaltkriminalität","Mai 2019",150,26,70.67,7.2200455,51.4821712
"Bochum","Gewaltkriminalität","April 2019",138,28,76.09,7.2200455,51.4821712
"Bochum","Gewaltkriminalität","März 2019",156,25,73.72,7.2200455,51.4821712
"Bochum","Gewaltkriminalität","Februar 2019",146,25,67.12,7.2200455,51.4821712
"Bochum","Gewaltkriminalität","Januar 2019",159,24,77.36,7.2200455,51.4821712
"Bochum","Gewaltkriminalität","Dezember 2018",116,20,79.31,7.2200455,51.4821712
"Bochum","Gewaltkriminalität","November 2018",192,29,74.48,7.2200455,51.4821712
"Bochum","Gewaltkriminalität","Oktober 2018",181,35,70.17,7.2200455,51.4821712
"Bochum","Gewaltkriminalität","Oktober 2014",181,41,69.61,7.2200455,51.4821712
"Bonn","Einbruchdelikte","Oktober 2019",217,81,12.9,7.10066,50.735851
"Bonn","Einbruchdelikte","September 2019",140,73,12.14,7.10066,50.735851
"Bonn","Einbruchdelikte","August 2019",98,35,12.24,7.10066,50.735851
"Bonn","Einbruchdelikte","Juli 2019",211,107,5.69,7.10066,50.735851
"Bonn","Einbruchdelikte","Juni 2019",122,44,7.38,7.10066,50.735851
"Bonn","Einbruchdelikte","Mai 2019",192,99,7.81,7.10066,50.735851
"Bonn","Einbruchdelikte","April 2019",204,84,8.82,7.10066,50.735851
"Bonn","Einbruchdelikte","März 2019",205,101,8.29,7.10066,50.735851
"Bonn","Einbruchdelikte","Februar 2019",335,169,7.16,7.10066,50.735851
"Bonn","Einbruchdelikte","Januar 2019",143,76,6.29,7.10066,50.735851
"Bonn","Einbruchdelikte","Dezember 2018",74,24,24.32,7.10066,50.735851
"Bonn","Einbruchdelikte","November 2018",158,57,12.03,7.10066,50.735851
"Bonn","Einbruchdelikte","Oktober 2018",100,40,13,7.10066,50.735851
"Bonn","Einbruchdelikte","Oktober 2014",291,126,50.86,7.10066,50.735851
"Bonn","Wohnungseinbruchdiebstahl","Oktober 2019",108,48,3.7,7.10066,50.735851
"Bonn","Wohnungseinbruchdiebstahl","September 2019",58,33,15.52,7.10066,50.735851
"Bonn","Wohnungseinbruchdiebstahl","August 2019",37,16,18.92,7.10066,50.735851
"Bonn","Wohnungseinbruchdiebstahl","Juli 2019",116,74,3.45,7.10066,50.735851
"Bonn","Wohnungseinbruchdiebstahl","Juni 2019",50,21,16,7.10066,50.735851
"Bonn","Wohnungseinbruchdiebstahl","Mai 2019",115,66,6.09,7.10066,50.735851
"Bonn","Wohnungseinbruchdiebstahl","April 2019",139,64,7.19,7.10066,50.735851
"Bonn","Wohnungseinbruchdiebstahl","März 2019",134,70,10.45,7.10066,50.735851
"Bonn","Wohnungseinbruchdiebstahl","Februar 2019",242,134,7.44,7.10066,50.735851
"Bonn","Wohnungseinbruchdiebstahl","Januar 2019",88,46,4.55,7.10066,50.735851
"Bonn","Wohnungseinbruchdiebstahl","Dezember 2018",34,14,38.24,7.10066,50.735851
"Bonn","Wohnungseinbruchdiebstahl","November 2018",79,38,16.46,7.10066,50.735851
"Bonn","Wohnungseinbruchdiebstahl","Oktober 2018",21,11,33.33,7.10066,50.735851
"Bonn","Wohnungseinbruchdiebstahl","Oktober 2014",134,60,6.72,7.10066,50.735851
"Bonn","Tageswohnungs-einbruchdiebstahl","Oktober 2019",36,14,0,7.10066,50.735851
"Bonn","Tageswohnungs-einbruchdiebstahl","September 2019",15,6,33.33,7.10066,50.735851
"Bonn","Tageswohnungs-einbruchdiebstahl","August 2019",12,4,33.33,7.10066,50.735851
"Bonn","Tageswohnungs-einbruchdiebstahl","Juli 2019",31,17,6.45,7.10066,50.735851
"Bonn","Tageswohnungs-einbruchdiebstahl","Juni 2019",18,5,5.56,7.10066,50.735851
"Bonn","Tageswohnungs-einbruchdiebstahl","Mai 2019",39,20,10.26,7.10066,50.735851
"Bonn","Tageswohnungs-einbruchdiebstahl","April 2019",51,21,5.88,7.10066,50.735851
"Bonn","Tageswohnungs-einbruchdiebstahl","März 2019",64,29,7.81,7.10066,50.735851
"Bonn","Tageswohnungs-einbruchdiebstahl","Februar 2019",118,64,7.63,7.10066,50.735851
"Bonn","Tageswohnungs-einbruchdiebstahl","Januar 2019",40,17,5,7.10066,50.735851
"Bonn","Tageswohnungs-einbruchdiebstahl","Dezember 2018",9,4,33.33,7.10066,50.735851
"Bonn","Tageswohnungs-einbruchdiebstahl","November 2018",36,15,19.44,7.10066,50.735851
"Bonn","Tageswohnungs-einbruchdiebstahl","Oktober 2018",6,1,33.33,7.10066,50.735851
"Bonn","Tageswohnungs-einbruchdiebstahl","Oktober 2014",66,27,6.06,7.10066,50.735851
"Bonn","Delikte der Straßenkriminalität","Oktober 2019",879,66,23.89,7.10066,50.735851
"Bonn","Delikte der Straßenkriminalität","September 2019",814,67,16.46,7.10066,50.735851
"Bonn","Delikte der Straßenkriminalität","August 2019",873,40,14.78,7.10066,50.735851
"Bonn","Delikte der Straßenkriminalität","Juli 2019",963,43,12.56,7.10066,50.735851
"Bonn","Delikte der Straßenkriminalität","Juni 2019",880,46,8.64,7.10066,50.735851
"Bonn","Delikte der Straßenkriminalität","Mai 2019",896,47,13.95,7.10066,50.735851
"Bonn","Delikte der Straßenkriminalität","April 2019",801,47,13.61,7.10066,50.735851
"Bonn","Delikte der Straßenkriminalität","März 2019",838,49,11.58,7.10066,50.735851
"Bonn","Delikte der Straßenkriminalität","Februar 2019",740,47,16.08,7.10066,50.735851
