"Behoerde","Delikt","Monat","bekanntgewordeneFaelle","davonVersuche","Aufklaerungsquote","longitude","latitude"
"Warendorf","Einbruchdelikte","März 2019",78,36,12.82,7.9912335,51.9532449
"Warendorf","Einbruchdelikte","Februar 2019",151,66,1.99,7.9912335,51.9532449
"Warendorf","Einbruchdelikte","Januar 2019",59,26,1.69,7.9912335,51.9532449
"Warendorf","Einbruchdelikte","Dezember 2018",36,10,19.44,7.9912335,51.9532449
"Warendorf","Einbruchdelikte","November 2018",35,15,37.14,7.9912335,51.9532449
"Warendorf","Einbruchdelikte","Oktober 2018",22,10,18.18,7.9912335,51.9532449
"Warendorf","Einbruchdelikte","Oktober 2014",71,23,30.99,7.9912335,51.9532449
"Warendorf","Wohnungseinbruchdiebstahl","Oktober 2019",17,9,47.06,7.9912335,51.9532449
"Warendorf","Wohnungseinbruchdiebstahl","September 2019",19,12,10.53,7.9912335,51.9532449
"Warendorf","Wohnungseinbruchdiebstahl","August 2019",8,3,37.5,7.9912335,51.9532449
"Warendorf","Wohnungseinbruchdiebstahl","Juli 2019",23,8,21.74,7.9912335,51.9532449
"Warendorf","Wohnungseinbruchdiebstahl","Juni 2019",7,5,42.86,7.9912335,51.9532449
"Warendorf","Wohnungseinbruchdiebstahl","Mai 2019",24,8,37.5,7.9912335,51.9532449
"Warendorf","Wohnungseinbruchdiebstahl","April 2019",15,10,40,7.9912335,51.9532449
"Warendorf","Wohnungseinbruchdiebstahl","März 2019",56,27,8.93,7.9912335,51.9532449
"Warendorf","Wohnungseinbruchdiebstahl","Februar 2019",101,45,1.98,7.9912335,51.9532449
"Warendorf","Wohnungseinbruchdiebstahl","Januar 2019",31,16,3.23,7.9912335,51.9532449
"Warendorf","Wohnungseinbruchdiebstahl","Dezember 2018",10,3,50,7.9912335,51.9532449
"Warendorf","Wohnungseinbruchdiebstahl","November 2018",13,3,30.77,7.9912335,51.9532449
"Warendorf","Wohnungseinbruchdiebstahl","Oktober 2018",10,3,30,7.9912335,51.9532449
"Warendorf","Wohnungseinbruchdiebstahl","Oktober 2014",35,11,28.57,7.9912335,51.9532449
"Warendorf","Tageswohnungs-einbruchdiebstahl","Oktober 2019",9,5,55.56,7.9912335,51.9532449
"Warendorf","Tageswohnungs-einbruchdiebstahl","September 2019",1,NA,100,7.9912335,51.9532449
"Warendorf","Tageswohnungs-einbruchdiebstahl","August 2019",2,NA,50,7.9912335,51.9532449
"Warendorf","Tageswohnungs-einbruchdiebstahl","Juli 2019",7,2,14.29,7.9912335,51.9532449
"Warendorf","Tageswohnungs-einbruchdiebstahl","Juni 2019",2,1,100,7.9912335,51.9532449
"Warendorf","Tageswohnungs-einbruchdiebstahl","Mai 2019",7,2,14.29,7.9912335,51.9532449
"Warendorf","Tageswohnungs-einbruchdiebstahl","April 2019",5,2,60,7.9912335,51.9532449
"Warendorf","Tageswohnungs-einbruchdiebstahl","März 2019",22,10,9.09,7.9912335,51.9532449
"Warendorf","Tageswohnungs-einbruchdiebstahl","Februar 2019",41,17,2.44,7.9912335,51.9532449
"Warendorf","Tageswohnungs-einbruchdiebstahl","Januar 2019",16,9,6.25,7.9912335,51.9532449
"Warendorf","Tageswohnungs-einbruchdiebstahl","Dezember 2018",4,1,125,7.9912335,51.9532449
"Warendorf","Tageswohnungs-einbruchdiebstahl","November 2018",5,NA,20,7.9912335,51.9532449
"Warendorf","Tageswohnungs-einbruchdiebstahl","Oktober 2018",2,NA,0,7.9912335,51.9532449
"Warendorf","Tageswohnungs-einbruchdiebstahl","Oktober 2014",16,5,31.25,7.9912335,51.9532449
"Warendorf","Delikte der Straßenkriminalität","Oktober 2019",398,18,26.63,7.9912335,51.9532449
"Warendorf","Delikte der Straßenkriminalität","September 2019",310,7,14.84,7.9912335,51.9532449
"Warendorf","Delikte der Straßenkriminalität","August 2019",369,20,18.16,7.9912335,51.9532449
"Warendorf","Delikte der Straßenkriminalität","Juli 2019",385,9,20.52,7.9912335,51.9532449
"Warendorf","Delikte der Straßenkriminalität","Juni 2019",329,9,22.8,7.9912335,51.9532449
"Warendorf","Delikte der Straßenkriminalität","Mai 2019",324,8,15.74,7.9912335,51.9532449
"Warendorf","Delikte der Straßenkriminalität","April 2019",290,14,12.76,7.9912335,51.9532449
"Warendorf","Delikte der Straßenkriminalität","März 2019",263,9,10.27,7.9912335,51.9532449
"Warendorf","Delikte der Straßenkriminalität","Februar 2019",217,4,29.49,7.9912335,51.9532449
"Warendorf","Delikte der Straßenkriminalität","Januar 2019",241,10,17.01,7.9912335,51.9532449
"Warendorf","Delikte der Straßenkriminalität","Dezember 2018",265,11,9.43,7.9912335,51.9532449
"Warendorf","Delikte der Straßenkriminalität","November 2018",301,8,10.96,7.9912335,51.9532449
"Warendorf","Delikte der Straßenkriminalität","Oktober 2018",319,15,17.55,7.9912335,51.9532449
"Warendorf","Delikte der Straßenkriminalität","Oktober 2014",364,9,23.9,7.9912335,51.9532449
"Warendorf","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2019",1,NA,100,7.9912335,51.9532449
"Warendorf","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","September 2019",NA,NA,0,7.9912335,51.9532449
"Warendorf","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","August 2019",2,NA,100,7.9912335,51.9532449
"Warendorf","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juli 2019",4,NA,50,7.9912335,51.9532449
"Warendorf","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juni 2019",3,NA,100,7.9912335,51.9532449
"Warendorf","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Mai 2019",2,NA,100,7.9912335,51.9532449
"Warendorf","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","April 2019",3,NA,100,7.9912335,51.9532449
"Warendorf","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","März 2019",NA,NA,0,7.9912335,51.9532449
"Warendorf","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Februar 2019",5,1,60,7.9912335,51.9532449
"Warendorf","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Januar 2019",1,NA,100,7.9912335,51.9532449
"Warendorf","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Dezember 2018",1,NA,0,7.9912335,51.9532449
"Warendorf","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","November 2018",4,NA,100,7.9912335,51.9532449
"Warendorf","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2018",4,1,100,7.9912335,51.9532449
"Warendorf","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2014",2,NA,100,7.9912335,51.9532449
"Warendorf","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2019",NA,NA,0,7.9912335,51.9532449
"Warendorf","Raubüberfälle auf Straßen, Wegen oder Plätzen","September 2019",4,NA,50,7.9912335,51.9532449
"Warendorf","Raubüberfälle auf Straßen, Wegen oder Plätzen","August 2019",4,NA,75,7.9912335,51.9532449
"Warendorf","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juli 2019",3,2,66.67,7.9912335,51.9532449
"Warendorf","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juni 2019",3,NA,33.33,7.9912335,51.9532449
"Warendorf","Raubüberfälle auf Straßen, Wegen oder Plätzen","Mai 2019",3,1,100,7.9912335,51.9532449
"Warendorf","Raubüberfälle auf Straßen, Wegen oder Plätzen","April 2019",NA,NA,0,7.9912335,51.9532449
"Warendorf","Raubüberfälle auf Straßen, Wegen oder Plätzen","März 2019",1,1,0,7.9912335,51.9532449
"Warendorf","Raubüberfälle auf Straßen, Wegen oder Plätzen","Februar 2019",5,1,20,7.9912335,51.9532449
"Warendorf","Raubüberfälle auf Straßen, Wegen oder Plätzen","Januar 2019",2,NA,50,7.9912335,51.9532449
"Warendorf","Raubüberfälle auf Straßen, Wegen oder Plätzen","Dezember 2018",NA,NA,0,7.9912335,51.9532449
"Warendorf","Raubüberfälle auf Straßen, Wegen oder Plätzen","November 2018",1,1,0,7.9912335,51.9532449
"Warendorf","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2018",5,2,40,7.9912335,51.9532449
"Warendorf","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2014",2,NA,100,7.9912335,51.9532449
"Warendorf","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2019",11,1,63.64,7.9912335,51.9532449
"Warendorf","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","September 2019",9,NA,88.89,7.9912335,51.9532449
"Warendorf","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","August 2019",10,1,70,7.9912335,51.9532449
"Warendorf","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juli 2019",9,NA,100,7.9912335,51.9532449
"Warendorf","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juni 2019",2,NA,50,7.9912335,51.9532449
"Warendorf","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Mai 2019",17,1,82.35,7.9912335,51.9532449
"Warendorf","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","April 2019",7,1,57.14,7.9912335,51.9532449
"Warendorf","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","März 2019",9,NA,66.67,7.9912335,51.9532449
"Warendorf","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Februar 2019",12,NA,83.33,7.9912335,51.9532449
"Warendorf","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Januar 2019",5,1,60,7.9912335,51.9532449
"Warendorf","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Dezember 2018",1,NA,100,7.9912335,51.9532449
"Warendorf","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","November 2018",2,1,100,7.9912335,51.9532449
"Warendorf","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2018",13,4,76.92,7.9912335,51.9532449
"Warendorf","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2014",8,1,75,7.9912335,51.9532449
"Warendorf","Taschendiebstahl","Oktober 2019",9,NA,0,7.9912335,51.9532449
"Warendorf","Taschendiebstahl","September 2019",4,NA,0,7.9912335,51.9532449
"Warendorf","Taschendiebstahl","August 2019",10,NA,0,7.9912335,51.9532449
"Warendorf","Taschendiebstahl","Juli 2019",8,NA,12.5,7.9912335,51.9532449
"Warendorf","Taschendiebstahl","Juni 2019",12,NA,0,7.9912335,51.9532449
"Warendorf","Taschendiebstahl","Mai 2019",11,NA,0,7.9912335,51.9532449
"Warendorf","Taschendiebstahl","April 2019",10,NA,0,7.9912335,51.9532449
"Warendorf","Taschendiebstahl","März 2019",15,NA,6.67,7.9912335,51.9532449
"Warendorf","Taschendiebstahl","Februar 2019",13,1,0,7.9912335,51.9532449
"Warendorf","Taschendiebstahl","Januar 2019",19,NA,0,7.9912335,51.9532449
"Warendorf","Taschendiebstahl","Dezember 2018",29,NA,0,7.9912335,51.9532449
"Warendorf","Taschendiebstahl","November 2018",16,NA,6.25,7.9912335,51.9532449
"Warendorf","Taschendiebstahl","Oktober 2018",13,NA,7.69,7.9912335,51.9532449
"Warendorf","Taschendiebstahl","Oktober 2014",14,NA,14.29,7.9912335,51.9532449
"Warendorf","Diebstahl von Fahrrädern","Oktober 2019",124,2,6.45,7.9912335,51.9532449
"Warendorf","Diebstahl von Fahrrädern","September 2019",130,4,6.92,7.9912335,51.9532449
"Warendorf","Diebstahl von Fahrrädern","August 2019",157,7,11.46,7.9912335,51.9532449
"Warendorf","Diebstahl von Fahrrädern","Juli 2019",138,NA,5.07,7.9912335,51.9532449
"Warendorf","Diebstahl von Fahrrädern","Juni 2019",96,2,8.33,7.9912335,51.9532449
"Warendorf","Diebstahl von Fahrrädern","Mai 2019",107,NA,5.61,7.9912335,51.9532449
"Warendorf","Diebstahl von Fahrrädern","April 2019",98,6,10.2,7.9912335,51.9532449
"Warendorf","Diebstahl von Fahrrädern","März 2019",90,2,8.89,7.9912335,51.9532449
"Warendorf","Diebstahl von Fahrrädern","Februar 2019",62,NA,14.52,7.9912335,51.9532449
"Warendorf","Diebstahl von Fahrrädern","Januar 2019",67,1,22.39,7.9912335,51.9532449
"Warendorf","Diebstahl von Fahrrädern","Dezember 2018",97,1,9.28,7.9912335,51.9532449
"Warendorf","Diebstahl von Fahrrädern","November 2018",105,1,13.33,7.9912335,51.9532449
"Warendorf","Diebstahl von Fahrrädern","Oktober 2018",124,1,13.71,7.9912335,51.9532449
"Warendorf","Diebstahl von Fahrrädern","Oktober 2014",131,2,11.45,7.9912335,51.9532449
"Warendorf","Gewaltkriminalität","Oktober 2019",38,3,84.21,7.9912335,51.9532449
"Warendorf","Gewaltkriminalität","September 2019",29,5,86.21,7.9912335,51.9532449
"Warendorf","Gewaltkriminalität","August 2019",35,5,82.86,7.9912335,51.9532449
"Warendorf","Gewaltkriminalität","Juli 2019",44,8,84.09,7.9912335,51.9532449
"Warendorf","Gewaltkriminalität","Juni 2019",23,4,73.91,7.9912335,51.9532449
"Warendorf","Gewaltkriminalität","Mai 2019",49,8,85.71,7.9912335,51.9532449
"Warendorf","Gewaltkriminalität","April 2019",31,4,77.42,7.9912335,51.9532449
"Warendorf","Gewaltkriminalität","März 2019",21,5,66.67,7.9912335,51.9532449
"Warendorf","Gewaltkriminalität","Februar 2019",39,3,71.79,7.9912335,51.9532449
"Warendorf","Gewaltkriminalität","Januar 2019",27,4,77.78,7.9912335,51.9532449
"Warendorf","Gewaltkriminalität","Dezember 2018",26,2,80.77,7.9912335,51.9532449
"Warendorf","Gewaltkriminalität","November 2018",20,3,100,7.9912335,51.9532449
"Warendorf","Gewaltkriminalität","Oktober 2018",44,10,81.82,7.9912335,51.9532449
"Warendorf","Gewaltkriminalität","Oktober 2014",26,2,88.46,7.9912335,51.9532449
"Wesel","Einbruchdelikte","Oktober 2019",110,40,16.36,6.617087,51.6576909
"Wesel","Einbruchdelikte","September 2019",103,43,13.59,6.617087,51.6576909
"Wesel","Einbruchdelikte","August 2019",104,51,14.42,6.617087,51.6576909
"Wesel","Einbruchdelikte","Juli 2019",133,44,14.29,6.617087,51.6576909
"Wesel","Einbruchdelikte","Juni 2019",114,57,34.21,6.617087,51.6576909
"Wesel","Einbruchdelikte","Mai 2019",168,86,23.81,6.617087,51.6576909
"Wesel","Einbruchdelikte","April 2019",218,109,5.96,6.617087,51.6576909
"Wesel","Einbruchdelikte","März 2019",211,92,3.32,6.617087,51.6576909
"Wesel","Einbruchdelikte","Februar 2019",190,92,8.42,6.617087,51.6576909
"Wesel","Einbruchdelikte","Januar 2019",251,128,4.78,6.617087,51.6576909
"Wesel","Einbruchdelikte","Dezember 2018",250,132,20.8,6.617087,51.6576909
"Wesel","Einbruchdelikte","November 2018",185,76,18.38,6.617087,51.6576909
"Wesel","Einbruchdelikte","Oktober 2018",153,81,5.23,6.617087,51.6576909
"Wesel","Einbruchdelikte","Oktober 2014",173,69,16.76,6.617087,51.6576909
"Wesel","Wohnungseinbruchdiebstahl","Oktober 2019",31,12,12.9,6.617087,51.6576909
"Wesel","Wohnungseinbruchdiebstahl","September 2019",57,30,21.05,6.617087,51.6576909
"Wesel","Wohnungseinbruchdiebstahl","August 2019",32,20,18.75,6.617087,51.6576909
"Wesel","Wohnungseinbruchdiebstahl","Juli 2019",33,16,30.3,6.617087,51.6576909
"Wesel","Wohnungseinbruchdiebstahl","Juni 2019",33,22,103.03,6.617087,51.6576909
"Wesel","Wohnungseinbruchdiebstahl","Mai 2019",80,45,35,6.617087,51.6576909
"Wesel","Wohnungseinbruchdiebstahl","April 2019",66,35,9.09,6.617087,51.6576909
"Wesel","Wohnungseinbruchdiebstahl","März 2019",67,27,2.99,6.617087,51.6576909
"Wesel","Wohnungseinbruchdiebstahl","Februar 2019",92,45,3.26,6.617087,51.6576909
"Wesel","Wohnungseinbruchdiebstahl","Januar 2019",67,33,2.99,6.617087,51.6576909
"Wesel","Wohnungseinbruchdiebstahl","Dezember 2018",89,43,15.73,6.617087,51.6576909
"Wesel","Wohnungseinbruchdiebstahl","November 2018",53,25,11.32,6.617087,51.6576909
"Wesel","Wohnungseinbruchdiebstahl","Oktober 2018",38,18,7.89,6.617087,51.6576909
"Wesel","Wohnungseinbruchdiebstahl","Oktober 2014",64,32,12.5,6.617087,51.6576909
